line_idx,text,,,,
2013,"I shall do so,",,,,
2014,But I must also feel it as a man.,,,,
2015,I cannot but remember such things were,,,,
2016,That were most precious to me. Did heaven look on,,,,
2017,"And would not take their part? Sinful Macduff,",,,,
2018,"They were all struck for thee! Naught that I am,",,,,
2019,"Not for their own demerits, but for mine,",,,,
2020,Fell slaughter on their souls. Heaven rest them now.,,,,
2021,Be this the whetstone of your sword. Let grief,,,,
2022,Convert to anger. Blunt not the heart; enrage it.,,,,
2023,"O, I could play the woman with mine eyes",,,,
2024,"And braggart with my tongue! But, gentle heavens,",,,,
2025,Cut short all intermission! Front to front,,,,
2026,Bring thou this fiend of Scotland and myself.,,,,
2027,"Within my sword’s length set him. If he ’scape,",,,,
2028,Heaven forgive him too.,,,,
2029,This tune goes manly.,,,,
2030,"Come, go we to the King. Our power is ready;",,,,
2031,Our lack is nothing but our leave. Macbeth,,,,
2032,"Is ripe for shaking, and the powers above",,,,
2033,Put on their instruments. Receive what cheer you,,,,
2034,may.,,,,
2035,The night is long that never finds the day.,,,,
2036,I have two nights watched with you but can,,,,
2037,perceive no truth in your report. When was it she,,,,
2038,last walked?,,,,
2039,"Since his Majesty went into the field, I",,,,
2040,"have seen her rise from her bed, throw her nightgown",,,,
2041,"upon her, unlock her closet, take forth paper,",,,,
2042,"fold it, write upon ’t, read it, afterwards seal it, and",,,,
2043,again return to bed; yet all this while in a most fast,,,,
2044,sleep.,,,,
2045,"A great perturbation in nature, to receive at",,,,
2046,once the benefit of sleep and do the effects of,,,,
2047,"watching. In this slumb’ry agitation, besides her",,,,
2048,"walking and other actual performances, what at any",,,,
2049,time have you heard her say?,,,,
2050,"That, sir, which I will not report after",,,,
2051,her.,,,,
2052,"You may to me, and ’tis most meet you",,,,
2053,should.,,,,
2054,"Neither to you nor anyone, having no",,,,
2055,witness to confirm my speech.,,,,
2056,"Lo you, here she comes. This is her very guise and,",,,,
2057,"upon my life, fast asleep. Observe her; stand close.",,,,
2058,How came she by that light?,,,,
2059,"Why, it stood by her. She has light by",,,,
2060,her continually. ’Tis her command.,,,,
2061,You see her eyes are open.,,,,
2062,"Ay, but their sense are shut.",,,,
2063,What is it she does now? Look how she rubs,,,,
2064,her hands.,,,,
2065,It is an accustomed action with her to,,,,
2066,seem thus washing her hands. I have known her,,,,
2067,continue in this a quarter of an hour.,,,,
2068,Yet here’s a spot.,,,,
2069,"Hark, she speaks. I will set down what comes",,,,
2070,"from her, to satisfy my remembrance the more",,,,
2071,strongly.,,,,
2072,"Out, damned spot, out, I say! One. Two.",,,,
2073,"Why then, ’tis time to do ’t. Hell is murky. Fie, my",,,,
2074,"lord, fie, a soldier and afeard? What need we fear",,,,
2075,"who knows it, when none can call our power to",,,,
2076,account? Yet who would have thought the old man,,,,
2077,to have had so much blood in him?,,,,
2078,Do you mark that?,,,,
2079,The Thane of Fife had a wife. Where is,,,,
2080,"she now? What, will these hands ne’er be clean? No",,,,
2081,"more o’ that, my lord, no more o’ that. You mar all",,,,
2082,with this starting.,,,,
2083,"Go to, go to. You have known what you should",,,,
2084,not.,,,,
2085,"She has spoke what she should not,",,,,
2086,I am sure of that. Heaven knows what she has,,,,
2087,known.,,,,
2088,Here’s the smell of the blood still. All,,,,
2089,the perfumes of Arabia will not sweeten this little,,,,
2090,"hand. O, O, O!",,,,
2091,What a sigh is there! The heart is sorely,,,,
2092,charged.,,,,
2093,I would not have such a heart in my,,,,
2094,bosom for the dignity of the whole body.,,,,
2095,"Well, well, well.",,,,
2096,"Pray God it be, sir.",,,,
2097,This disease is beyond my practice. Yet I have,,,,
2098,"known those which have walked in their sleep,",,,,
2099,who have died holily in their beds.,,,,
2100,Wash your hands. Put on your nightgown.,,,,
2101,"Look not so pale. I tell you yet again, Banquo’s",,,,
2102,buried; he cannot come out on ’s grave.,,,,
2103,Even so?,,,,
2104,"To bed, to bed. There’s knocking at the",,,,
2105,"gate. Come, come, come, come. Give me your",,,,
2106,"hand. What’s done cannot be undone. To bed, to",,,,
2107,"bed, to bed.",,,,
2108,Will she go now to bed?,,,,
2109,Directly.,,,,
2110,Foul whisp’rings are abroad. Unnatural deeds,,,,
2111,Do breed unnatural troubles. Infected minds,,,,
2112,To their deaf pillows will discharge their secrets.,,,,
2113,More needs she the divine than the physician.,,,,
2114,"God, God forgive us all. Look after her.",,,,
2115,Remove from her the means of all annoyance,,,,
2116,"And still keep eyes upon her. So, good night.",,,,
2117,"My mind she has mated, and amazed my sight.",,,,
2118,I think but dare not speak.,,,,
2119,"Good night, good doctor.",,,,
2120,"The English power is near, led on by Malcolm,",,,,
2121,"His uncle Siward, and the good Macduff.",,,,
2122,"Revenges burn in them, for their dear causes",,,,
2123,Would to the bleeding and the grim alarm,,,,
2124,Excite the mortified man.,,,,
2125,Near Birnam Wood,,,,
2126,Shall we well meet them. That way are they coming.,,,,
2127,Who knows if Donalbain be with his brother?,,,,
2128,"For certain, sir, he is not. I have a file",,,,
2129,Of all the gentry. There is Siward’s son,,,,
2130,And many unrough youths that even now,,,,
2131,Protest their first of manhood.,,,,
2132,What does the tyrant?,,,,
2133,Great Dunsinane he strongly fortifies.,,,,
2134,Some say he’s mad; others that lesser hate him,,,,
2135,Do call it valiant fury. But for certain,,,,
2136,He cannot buckle his distempered cause,,,,
2137,Within the belt of rule.,,,,
2138,Now does he feel,,,,
2139,His secret murders sticking on his hands.,,,,
2140,Now minutely revolts upbraid his faith-breach.,,,,
2141,"Those he commands move only in command,",,,,
2142,Nothing in love. Now does he feel his title,,,,
2143,"Hang loose about him, like a giant’s robe",,,,
2144,Upon a dwarfish thief.,,,,
2145,"Who, then, shall blame",,,,
2146,His pestered senses to recoil and start,,,,
2147,When all that is within him does condemn,,,,
2148,Itself for being there?,,,,
2149,"Well, march we on",,,,
2150,To give obedience where ’tis truly owed.,,,,
2151,"Meet we the med’cine of the sickly weal,",,,,
2152,And with him pour we in our country’s purge,,,,
2153,Each drop of us.,,,,
2154,Or so much as it needs,,,,
2155,To dew the sovereign flower and drown the weeds.,,,,
2156,Make we our march towards Birnam.,,,,
2157,Bring me no more reports. Let them fly all.,,,,
2158,Till Birnam Wood remove to Dunsinane,,,,
2159,I cannot taint with fear. What’s the boy Malcolm?,,,,
2160,Was he not born of woman? The spirits that know,,,,
2161,All mortal consequences have pronounced me thus:,,,,
2162,"Fear not, Macbeth. No man that’s born of woman",,,,
2163,"Shall e’er have power upon thee. Then fly, false",,,,
2164,"thanes,",,,,
2165,And mingle with the English epicures.,,,,
2166,The mind I sway by and the heart I bear,,,,
2167,Shall never sag with doubt nor shake with fear.,,,,
2168,"The devil damn thee black, thou cream-faced loon!",,,,
2169,Where got’st thou that goose-look?,,,,
2170,There is ten thousand—,,,,
2171,"Geese, villain?",,,,
2172,"Soldiers, sir.",,,,
2173,"Go prick thy face and over-red thy fear,",,,,
2174,"Thou lily-livered boy. What soldiers, patch?",,,,
2175,Death of thy soul! Those linen cheeks of thine,,,,
2176,"Are counselors to fear. What soldiers, whey-face?",,,,
2177,"The English force, so please you.",,,,
2178,Take thy face hence.,,,,
2179,Seyton!—I am sick at heart,,,,
2180,"When I behold—Seyton, I say!—This push",,,,
2181,Will cheer me ever or disseat me now.,,,,
2182,I have lived long enough. My way of life,,,,
2183,"Is fall’n into the sere, the yellow leaf,",,,,
2184,"And that which should accompany old age,",,,,
2185,"As honor, love, obedience, troops of friends,",,,,
2186,"I must not look to have, but in their stead",,,,
2187,"Curses, not loud but deep, mouth-honor, breath",,,,
2188,Which the poor heart would fain deny and dare,,,,
2189,not.—,,,,
2190,Seyton!,,,,
2191,What’s your gracious pleasure?,,,,
2192,What news more?,,,,
2193,"All is confirmed, my lord, which was reported.",,,,
2194,I’ll fight till from my bones my flesh be hacked.,,,,
2195,Give me my armor.,,,,
2196,’Tis not needed yet.,,,,
2197,I’ll put it on.,,,,
2198,Send out more horses. Skirr the country round.,,,,
2199,Hang those that talk of fear. Give me mine,,,,
2200,armor.—,,,,
2201,"How does your patient, doctor?",,,,
2202,"Not so sick, my lord,",,,,
2203,As she is troubled with thick-coming fancies,,,,
2204,That keep her from her rest.,,,,
2205,Cure her of that.,,,,
2206,"Canst thou not minister to a mind diseased,",,,,
2207,"Pluck from the memory a rooted sorrow,",,,,
2208,"Raze out the written troubles of the brain,",,,,
2209,And with some sweet oblivious antidote,,,,
2210,Cleanse the stuffed bosom of that perilous stuff,,,,
2211,Which weighs upon the heart?,,,,
2212,Therein the patient,,,,
2213,Must minister to himself.,,,,
2214,Throw physic to the dogs. I’ll none of it.—,,,,
2215,"Come, put mine armor on. Give me my staff.",,,,
2216,"Seyton, send out.—Doctor, the thanes fly from",,,,
2217,me.—,,,,
2218,"Come, sir, dispatch.—If thou couldst, doctor, cast",,,,
2219,"The water of my land, find her disease,",,,,
2220,"And purge it to a sound and pristine health,",,,,
2221,I would applaud thee to the very echo,,,,
2222,"That should applaud again.—Pull ’t off, I say.—",,,,
2223,"What rhubarb, senna, or what purgative drug",,,,
2224,Would scour these English hence? Hear’st thou of,,,,
2225,them?,,,,
2226,"Ay, my good lord. Your royal preparation",,,,
2227,Makes us hear something.,,,,
2228,Bring it after me.—,,,,
2229,I will not be afraid of death and bane,,,,
2230,Till Birnam Forest come to Dunsinane.,,,,
2231,"Were I from Dunsinane away and clear,",,,,
2232,Profit again should hardly draw me here.,,,,
2233,"Cousins, I hope the days are near at hand",,,,
2234,That chambers will be safe.,,,,
2235,We doubt it nothing.,,,,
2236,What wood is this before us?,,,,
2237,The Wood of Birnam.,,,,
2238,Let every soldier hew him down a bough,,,,
2239,And bear ’t before him. Thereby shall we shadow,,,,
2240,The numbers of our host and make discovery,,,,
2241,Err in report of us.,,,,
2242,It shall be done.,,,,
2243,We learn no other but the confident tyrant,,,,
2244,Keeps still in Dunsinane and will endure,,,,
2245,Our setting down before ’t.,,,,
2246,’Tis his main hope;,,,,
2247,"For, where there is advantage to be given,",,,,
2248,"Both more and less have given him the revolt,",,,,
2249,And none serve with him but constrainèd things,,,,
2250,Whose hearts are absent too.,,,,
2251,Let our just censures,,,,
2252,"Attend the true event, and put we on",,,,
2253,Industrious soldiership.,,,,
2254,The time approaches,,,,
2255,That will with due decision make us know,,,,
2256,What we shall say we have and what we owe.,,,,
2257,"Thoughts speculative their unsure hopes relate,",,,,
2258,But certain issue strokes must arbitrate;,,,,
2259,"Towards which, advance the war.",,,,
2260,Hang out our banners on the outward walls.,,,,
2261,The cry is still They come! Our castle’s strength,,,,
2262,Will laugh a siege to scorn. Here let them lie,,,,
2263,Till famine and the ague eat them up.,,,,
2264,Were they not forced with those that should be,,,,
2265,"ours,",,,,
2266,"We might have met them dareful, beard to beard,",,,,
2267,And beat them backward home.,,,,
2268,What is that noise?,,,,
2269,"It is the cry of women, my good lord.",,,,
2270,I have almost forgot the taste of fears.,,,,
2271,The time has been my senses would have cooled,,,,
2272,"To hear a night-shriek, and my fell of hair",,,,
2273,Would at a dismal treatise rouse and stir,,,,
2274,As life were in ’t. I have supped full with horrors.,,,,
2275,"Direness, familiar to my slaughterous thoughts,",,,,
2276,Cannot once start me.,,,,
2277,Wherefore was that cry?,,,,
2278,"The Queen, my lord, is dead.",,,,
2279,She should have died hereafter.,,,,
2280,There would have been a time for such a word.,,,,
2281,Tomorrow and tomorrow and tomorrow,,,,
2282,Creeps in this petty pace from day to day,,,,
2283,"To the last syllable of recorded time,",,,,
2284,And all our yesterdays have lighted fools,,,,
2285,"The way to dusty death. Out, out, brief candle!",,,,
2286,"Life’s but a walking shadow, a poor player",,,,
2287,That struts and frets his hour upon the stage,,,,
2288,And then is heard no more. It is a tale,,,,
2289,"Told by an idiot, full of sound and fury,",,,,
2290,Signifying nothing.,,,,
2291,Thou com’st to use thy tongue: thy story quickly.,,,,
2292,"Gracious my lord,",,,,
2293,"I should report that which I say I saw,",,,,
2294,But know not how to do ’t.,,,,
2295,"Well, say, sir.",,,,
2296,"As I did stand my watch upon the hill,",,,,
2297,"I looked toward Birnam, and anon methought",,,,
2298,The Wood began to move.,,,,
2299,Liar and slave!,,,,
2300,Let me endure your wrath if ’t be not so.,,,,
2301,Within this three mile may you see it coming.,,,,
2302,"I say, a moving grove.",,,,
2303,"If thou speak’st false,",,,,
2304,Upon the next tree shall thou hang alive,,,,
2305,"Till famine cling thee. If thy speech be sooth,",,,,
2306,I care not if thou dost for me as much.—,,,,
2307,I pull in resolution and begin,,,,
2308,"To doubt th’ equivocation of the fiend,",,,,
2309,That lies like truth. Fear not till Birnam Wood,,,,
2310,"Do come to Dunsinane, and now a wood",,,,
2311,"Comes toward Dunsinane.—Arm, arm, and out!—",,,,
2312,"If this which he avouches does appear,",,,,
2313,There is nor flying hence nor tarrying here.,,,,
2314,I ’gin to be aweary of the sun,,,,
2315,And wish th’ estate o’ th’ world were now,,,,
2316,undone.—,,,,
2317,"Ring the alarum bell!—Blow wind, come wrack,",,,,
2318,At least we’ll die with harness on our back.,,,,
2319,Now near enough. Your leafy screens throw down,,,,
2320,"And show like those you are.—You, worthy uncle,",,,,
2321,"Shall with my cousin, your right noble son,",,,,
2322,Lead our first battle. Worthy Macduff and we,,,,
2323,"Shall take upon ’s what else remains to do,",,,,
2324,According to our order.,,,,
2325,Fare you well.,,,,
2326,"Do we but find the tyrant’s power tonight,",,,,
2327,Let us be beaten if we cannot fight.,,,,
2328,"Make all our trumpets speak; give them all breath,",,,,
2329,Those clamorous harbingers of blood and death.,,,,
2330,"They have tied me to a stake. I cannot fly,",,,,
2331,"But, bear-like, I must fight the course. What’s he",,,,
2332,That was not born of woman? Such a one,,,,
2333,"Am I to fear, or none.",,,,
2334,What is thy name?,,,,
2335,Thou ’lt be afraid to hear it.,,,,
2336,"No, though thou call’st thyself a hotter name",,,,
2337,Than any is in hell.,,,,
2338,My name’s Macbeth.,,,,
2339,The devil himself could not pronounce a title,,,,
2340,More hateful to mine ear.,,,,
2341,"No, nor more fearful.",,,,
2342,"Thou liest, abhorrèd tyrant. With my sword",,,,
2343,I’ll prove the lie thou speak’st.,,,,
2344,Thou wast born of,,,,
2345,woman.,,,,
2346,"But swords I smile at, weapons laugh to scorn,",,,,
2347,Brandished by man that’s of a woman born.,,,,
2348,"That way the noise is. Tyrant, show thy face!",,,,
2349,"If thou beest slain, and with no stroke of mine,",,,,
2350,My wife and children’s ghosts will haunt me still.,,,,
2351,"I cannot strike at wretched kerns, whose arms",,,,
2352,"Are hired to bear their staves. Either thou, Macbeth,",,,,
2353,Or else my sword with an unbattered edge,,,,
2354,I sheathe again undeeded. There thou shouldst be;,,,,
2355,"By this great clatter, one of greatest note",,,,
2356,"Seems bruited. Let me find him, Fortune,",,,,
2357,And more I beg not.,,,,
2358,"This way, my lord. The castle’s gently rendered.",,,,
2359,"The tyrant’s people on both sides do fight,",,,,
2360,"The noble thanes do bravely in the war,",,,,
2361,"The day almost itself professes yours,",,,,
2362,And little is to do.,,,,
2363,We have met with foes,,,,
2364,That strike beside us.,,,,
2365,"Enter, sir, the castle.",,,,
2366,Why should I play the Roman fool and die,,,,
2367,"On mine own sword? Whiles I see lives, the gashes",,,,
2368,Do better upon them.,,,,
2369,"Turn, hellhound, turn!",,,,
2370,Of all men else I have avoided thee.,,,,
2371,But get thee back. My soul is too much charged,,,,
2372,With blood of thine already.,,,,
2373,I have no words;,,,,
2374,"My voice is in my sword, thou bloodier villain",,,,
2375,Than terms can give thee out.,,,,
2376,Thou losest labor.,,,,
2377,As easy mayst thou the intrenchant air,,,,
2378,With thy keen sword impress as make me bleed.,,,,
2379,Let fall thy blade on vulnerable crests;,,,,
2380,"I bear a charmèd life, which must not yield",,,,
2381,To one of woman born.,,,,
2382,"Despair thy charm,",,,,
2383,And let the angel whom thou still hast served,,,,
2384,Tell thee Macduff was from his mother’s womb,,,,
2385,Untimely ripped.,,,,
2386,"Accursèd be that tongue that tells me so,",,,,
2387,For it hath cowed my better part of man!,,,,
2388,And be these juggling fiends no more believed,,,,
2389,"That palter with us in a double sense,",,,,
2390,That keep the word of promise to our ear,,,,
2391,And break it to our hope. I’ll not fight with thee.,,,,
2392,"Then yield thee, coward,",,,,
2393,And live to be the show and gaze o’ th’ time.,,,,
2394,"We’ll have thee, as our rarer monsters are,",,,,
2395,"Painted upon a pole, and underwrit",,,,
2396,Here may you see the tyrant.,,,,
2397,I will not yield,,,,
2398,To kiss the ground before young Malcolm’s feet,,,,
2399,And to be baited with the rabble’s curse.,,,,
2400,Though Birnam Wood be come to Dunsinane,,,,
2401,"And thou opposed, being of no woman born,",,,,
2402,Yet I will try the last. Before my body,,,,
2403,"I throw my warlike shield. Lay on, Macduff,",,,,
2404,And damned be him that first cries Hold! Enough!,,,,
2405,I would the friends we miss were safe arrived.,,,,
2406,Some must go off; and yet by these I see,,,,
2407,So great a day as this is cheaply bought.,,,,
2408,"Macduff is missing, and your noble son.",,,,
2409,"Your son, my lord, has paid a soldier’s debt.",,,,
2410,"He only lived but till he was a man,",,,,
2411,The which no sooner had his prowess confirmed,,,,
2412,"In the unshrinking station where he fought,",,,,
2413,But like a man he died.,,,,
2414,Then he is dead?,,,,
2415,"Ay, and brought off the field. Your cause of sorrow",,,,
2416,"Must not be measured by his worth, for then",,,,
2417,It hath no end.,,,,
2418,Had he his hurts before?,,,,
2419,"Ay, on the front.",,,,
2420,"Why then, God’s soldier be he!",,,,
2421,"Had I as many sons as I have hairs,",,,,
2422,I would not wish them to a fairer death;,,,,
2423,And so his knell is knolled.,,,,
2424,"He’s worth more sorrow, and that I’ll spend for",,,,
2425,him.,,,,
2426,He’s worth no more.,,,,
2427,"They say he parted well and paid his score,",,,,
2428,"And so, God be with him. Here comes newer",,,,
2429,comfort.,,,,
2430,"Hail, King! for so thou art. Behold where stands",,,,
2431,Th’ usurper’s cursèd head. The time is free.,,,,
2432,"I see thee compassed with thy kingdom’s pearl,",,,,
2433,"That speak my salutation in their minds,",,,,
2434,Whose voices I desire aloud with mine.,,,,
2435,"Hail, King of Scotland!",,,,
2436,"Hail, King of Scotland!",,,,
2437,We shall not spend a large expense of time,,,,
2438,Before we reckon with your several loves,,,,
2439,And make us even with you. My thanes and,,,,
2440,"kinsmen,",,,,
2441,"Henceforth be earls, the first that ever Scotland",,,,
2442,"In such an honor named. What’s more to do,",,,,
2443,"Which would be planted newly with the time,",,,,
2444,As calling home our exiled friends abroad,,,,
2445,"That fled the snares of watchful tyranny,",,,,
2446,Producing forth the cruel ministers,,,,
2447,Of this dead butcher and his fiend-like queen,,,,
2448,"(Who, as ’tis thought, by self and violent hands,",,,,
2449,"Took off her life)—this, and what needful else",,,,
2450,"That calls upon us, by the grace of grace,",,,,
2451,"We will perform in measure, time, and place.",,,,
2452,"So thanks to all at once and to each one,",,,,
2453,Whom we invite to see us crowned at Scone.,,,,
