speaker,act,scene,line_number,text
First Witch,4,1,1547,Or from our masters’.
Macbeth,4,1,1548,Call ’em. Let me see ’em.
First Witch,4,1,1549,Pour in sow’s blood that hath eaten
First Witch,4,1,1550,Her nine farrow; grease that’s sweaten
First Witch,4,1,1551,From the murderers’ gibbet throw
First Witch,4,1,1552,Into the flame.
First Witch,4,1,1553,Come high or low;
Second Witch,4,1,1554,Thyself and office deftly show.
Macbeth,4,1,1555,"Tell me, thou unknown power—"
First Witch,4,1,1556,He knows thy
First Witch,4,1,1557,thought.
First Witch,4,1,1558,Hear his speech but say thou naught.
Spirit 1: Armed Head,4,1,1559,Macbeth! Macbeth! Macbeth! Beware Macduff!
Spirit 1: Armed Head,4,1,1560,Beware the Thane of Fife! Dismiss me. Enough.
Macbeth,4,1,1561,"Whate’er thou art, for thy good caution, thanks."
Macbeth,4,1,1562,Thou hast harped my fear aright. But one word
Macbeth,4,1,1563,more—
First Witch,4,1,1564,He will not be commanded. Here’s another
First Witch,4,1,1565,More potent than the first.
Spirit 2: Bloody Child,4,1,1566,Macbeth! Macbeth! Macbeth!—
Macbeth,4,1,1567,"Had I three ears, I’d hear thee."
Spirit 2: Bloody Child,4,1,1568,"Be bloody, bold, and resolute. Laugh to scorn"
Spirit 2: Bloody Child,4,1,1569,"The power of man, for none of woman born"
Spirit 2: Bloody Child,4,1,1570,Shall harm Macbeth.
Macbeth,4,1,1571,"Then live, Macduff; what need I fear of thee?"
Macbeth,4,1,1572,But yet I’ll make assurance double sure
Macbeth,4,1,1573,"And take a bond of fate. Thou shalt not live,"
Macbeth,4,1,1574,"That I may tell pale-hearted fear it lies,"
Macbeth,4,1,1575,And sleep in spite of thunder.
Macbeth,4,1,1576,What is this
Macbeth,4,1,1577,That rises like the issue of a king
Macbeth,4,1,1578,And wears upon his baby brow the round
Macbeth,4,1,1579,And top of sovereignty?
Third Witch,4,1,1580,Listen but speak not to ’t.
Spirit 3: Crowned Child,4,1,1581,"Be lion-mettled, proud, and take no care"
Spirit 3: Crowned Child,4,1,1582,"Who chafes, who frets, or where conspirers are."
Spirit 3: Crowned Child,4,1,1583,Macbeth shall never vanquished be until
Spirit 3: Crowned Child,4,1,1584,Great Birnam Wood to high Dunsinane Hill
Spirit 3: Crowned Child,4,1,1585,Shall come against him.
Macbeth,4,1,1586,That will never be.
Macbeth,4,1,1587,"Who can impress the forest, bid the tree"
Macbeth,4,1,1588,"Unfix his earthbound root? Sweet bodements, good!"
Macbeth,4,1,1589,"Rebellious dead, rise never till the Wood"
Macbeth,4,1,1590,"Of Birnam rise, and our high-placed Macbeth"
Macbeth,4,1,1591,"Shall live the lease of nature, pay his breath"
Macbeth,4,1,1592,To time and mortal custom. Yet my heart
Macbeth,4,1,1593,"Throbs to know one thing. Tell me, if your art"
Macbeth,4,1,1594,Can tell so much: shall Banquo’s issue ever
Macbeth,4,1,1595,Reign in this kingdom?
Second Witch,4,1,1596,Seek to know no more.
Macbeth,4,1,1597,"I will be satisfied. Deny me this,"
Macbeth,4,1,1598,And an eternal curse fall on you! Let me know!
Macbeth,4,1,1599,Why sinks that cauldron? And what noise is this?
Second Witch,4,1,1600,Show.
First Witch,4,1,1601,Show.
First Witch,4,1,1602,Show.
First Witch,4,1,1603,Show his eyes and grieve his heart.
First Witch,4,1,1604,Come like shadows; so depart.
Macbeth,4,1,1605,Thou art too like the spirit of Banquo. Down!
Macbeth,4,1,1606,"Thy crown does sear mine eyeballs. And thy hair,"
Macbeth,4,1,1607,"Thou other gold-bound brow, is like the first."
Macbeth,4,1,1608,"A third is like the former.—Filthy hags,"
Macbeth,4,1,1609,"Why do you show me this?—A fourth? Start, eyes!"
Macbeth,4,1,1610,"What, will the line stretch out to th’ crack of doom?"
Macbeth,4,1,1611,Another yet? A seventh? I’ll see no more.
Macbeth,4,1,1612,And yet the eighth appears who bears a glass
Macbeth,4,1,1613,"Which shows me many more, and some I see"
Macbeth,4,1,1614,That twofold balls and treble scepters carry.
Macbeth,4,1,1615,"Horrible sight! Now I see ’tis true,"
Macbeth,4,1,1616,For the blood-boltered Banquo smiles upon me
Macbeth,4,1,1617,And points at them for his.
Macbeth,4,1,1618,"What, is this so?"
First Witch,4,1,1619,"Ay, sir, all this is so. But why"
First Witch,4,1,1620,Stands Macbeth thus amazedly?
First Witch,4,1,1621,"Come, sisters, cheer we up his sprites"
First Witch,4,1,1622,And show the best of our delights.
First Witch,4,1,1623,I’ll charm the air to give a sound
First Witch,4,1,1624,"While you perform your antic round,"
First Witch,4,1,1625,That this great king may kindly say
First Witch,4,1,1626,Our duties did his welcome pay.
Macbeth,4,1,1627,Where are they? Gone? Let this pernicious hour
Macbeth,4,1,1628,Stand aye accursèd in the calendar!—
Macbeth,4,1,1629,"Come in, without there."
Lennox,4,1,1630,What’s your Grace’s will?
Macbeth,4,1,1631,Saw you the Weïrd Sisters?
Lennox,4,1,1632,"No, my lord."
Macbeth,4,1,1633,Came they not by you?
Lennox,4,1,1634,"No, indeed, my lord."
Macbeth,4,1,1635,"Infected be the air whereon they ride,"
Macbeth,4,1,1636,And damned all those that trust them! I did hear
Macbeth,4,1,1637,The galloping of horse. Who was ’t came by?
Lennox,4,1,1638,"’Tis two or three, my lord, that bring you word"
Lennox,4,1,1639,Macduff is fled to England.
Macbeth,4,1,1640,Fled to England?
Banquo,4,1,1641,"Ay, my good lord."
Macbeth,4,1,1642,"Time, thou anticipat’st my dread exploits."
Macbeth,4,1,1643,The flighty purpose never is o’ertook
Macbeth,4,1,1644,Unless the deed go with it. From this moment
Macbeth,4,1,1645,The very firstlings of my heart shall be
Macbeth,4,1,1646,"The firstlings of my hand. And even now,"
Macbeth,4,1,1647,"To crown my thoughts with acts, be it thought and"
Macbeth,4,1,1648,done:
Macbeth,4,1,1649,"The castle of Macduff I will surprise,"
Macbeth,4,1,1650,"Seize upon Fife, give to th’ edge o’ th’ sword"
Macbeth,4,1,1651,"His wife, his babes, and all unfortunate souls"
Macbeth,4,1,1652,That trace him in his line. No boasting like a fool;
Macbeth,4,1,1653,This deed I’ll do before this purpose cool.
Macbeth,4,1,1654,But no more sights!—Where are these gentlemen?
Macbeth,4,1,1655,Come bring me where they are.
Lady Macduff,4,2,1656,What had he done to make him fly the land?
Ross,4,2,1657,"You must have patience, madam."
Lady Macduff,4,2,1658,He had none.
Lady Macduff,4,2,1659,"His flight was madness. When our actions do not,"
Lady Macduff,4,2,1660,Our fears do make us traitors.
Ross,4,2,1661,You know not
Ross,4,2,1662,Whether it was his wisdom or his fear.
Lady Macduff,4,2,1663,"Wisdom? To leave his wife, to leave his babes,"
Lady Macduff,4,2,1664,His mansion and his titles in a place
Lady Macduff,4,2,1665,From whence himself does fly? He loves us not;
Lady Macduff,4,2,1666,"He wants the natural touch; for the poor wren,"
Lady Macduff,4,2,1667,"The most diminutive of birds, will fight,"
Lady Macduff,4,2,1668,"Her young ones in her nest, against the owl."
Lady Macduff,4,2,1669,"All is the fear, and nothing is the love,"
Lady Macduff,4,2,1670,"As little is the wisdom, where the flight"
Lady Macduff,4,2,1671,So runs against all reason.
Ross,4,2,1672,"My dearest coz,"
Ross,4,2,1673,"I pray you school yourself. But for your husband,"
Ross,4,2,1674,"He is noble, wise, judicious, and best knows"
Ross,4,2,1675,The fits o’ th’ season. I dare not speak much
Ross,4,2,1676,further;
Ross,4,2,1677,But cruel are the times when we are traitors
Ross,4,2,1678,And do not know ourselves; when we hold rumor
Ross,4,2,1679,"From what we fear, yet know not what we fear,"
Ross,4,2,1680,But float upon a wild and violent sea
Ross,4,2,1681,Each way and move—I take my leave of you.
Ross,4,2,1682,Shall not be long but I’ll be here again.
Ross,4,2,1683,Things at the worst will cease or else climb upward
Ross,4,2,1684,"To what they were before.—My pretty cousin,"
Ross,4,2,1685,Blessing upon you.
Lady Macduff,4,2,1686,"Fathered he is, and yet he’s fatherless."
Ross,4,2,1687,"I am so much a fool, should I stay longer"
Ross,4,2,1688,It would be my disgrace and your discomfort.
Ross,4,2,1689,I take my leave at once.
Lady Macduff,4,2,1690,"Sirrah, your father’s dead."
Lady Macduff,4,2,1691,And what will you do now? How will you live?
Macduff's Son,4,2,1692,"As birds do, mother."
Lady Macduff,4,2,1693,"What, with worms and flies?"
Macduff's Son,4,2,1694,"With what I get, I mean; and so do they."
Lady Macduff,4,2,1695,"Poor bird, thou ’dst never fear the net nor lime,"
Lady Macduff,4,2,1696,The pitfall nor the gin.
Macduff's Son,4,2,1697,"Why should I, mother? Poor birds they are not set"
Macduff's Son,4,2,1698,for.
Macduff's Son,4,2,1699,"My father is not dead, for all your saying."
Lady Macduff,4,2,1700,"Yes, he is dead. How wilt thou do for a father?"
Macduff's Son,4,2,1701,"Nay, how will you do for a husband?"
Lady Macduff,4,2,1702,"Why, I can buy me twenty at any market."
Macduff's Son,4,2,1703,Then you’ll buy ’em to sell again.
Lady Macduff,4,2,1704,"Thou speak’st with all thy wit,"
Lady Macduff,4,2,1705,"And yet, i’ faith, with wit enough for thee."
Macduff's Son,4,2,1706,"Was my father a traitor, mother?"
Lady Macduff,4,2,1707,"Ay, that he was."
Macduff's Son,4,2,1708,What is a traitor?
Lady Macduff,4,2,1709,"Why, one that swears and lies."
Macduff's Son,4,2,1710,And be all traitors that do so?
Lady Macduff,4,2,1711,Every one that does so is a traitor
Lady Macduff,4,2,1712,and must be hanged.
Macduff's Son,4,2,1713,And must they all be hanged that swear and lie?
Lady Macduff,4,2,1714,Every one.
Macduff's Son,4,2,1715,Who must hang them?
Lady Macduff,4,2,1716,"Why, the honest men."
Macduff's Son,4,2,1717,"Then the liars and swearers are fools, for there"
Macduff's Son,4,2,1718,are liars and swearers enough to beat the honest
Macduff's Son,4,2,1719,men and hang up them.
Lady Macduff,4,2,1720,"Now God help thee, poor monkey! But"
Lady Macduff,4,2,1721,how wilt thou do for a father?
Macduff's Son,4,2,1722,"If he were dead, you’d weep for him. If you would"
Macduff's Son,4,2,1723,"not, it were a good sign that I should quickly have a"
Macduff's Son,4,2,1724,new father.
Lady Macduff,4,2,1725,"Poor prattler, how thou talk’st!"
Messenger,4,2,1726,"Bless you, fair dame. I am not to you known,"
Messenger,4,2,1727,Though in your state of honor I am perfect.
Messenger,4,2,1728,I doubt some danger does approach you nearly.
Messenger,4,2,1729,"If you will take a homely man’s advice,"
Messenger,4,2,1730,Be not found here. Hence with your little ones!
Messenger,4,2,1731,To fright you thus methinks I am too savage;
Messenger,4,2,1732,"To do worse to you were fell cruelty,"
Messenger,4,2,1733,Which is too nigh your person. Heaven preserve
Messenger,4,2,1734,you!
Messenger,4,2,1735,I dare abide no longer.
Lady Macduff,4,2,1736,Whither should I fly?
Lady Macduff,4,2,1737,I have done no harm. But I remember now
Lady Macduff,4,2,1738,"I am in this earthly world, where to do harm"
Lady Macduff,4,2,1739,"Is often laudable, to do good sometime"
Lady Macduff,4,2,1740,"Accounted dangerous folly. Why then, alas,"
Lady Macduff,4,2,1741,Do I put up that womanly defense
Lady Macduff,4,2,1742,To say I have done no harm?
Lady Macduff,4,2,1743,What are these faces?
Murderers,4,2,1744,Where is your husband?
Lady Macduff,4,2,1745,I hope in no place so unsanctified
Lady Macduff,4,2,1746,Where such as thou mayst find him.
Murderers,4,2,1747,He’s a traitor.
Macduff's Son,4,2,1748,"Thou liest, thou shag-eared villain!"
Murderers,4,2,1749,"What, you egg?"
Murderers,4,2,1750,Young fry of treachery!
Macduff's Son,4,2,1751,He has killed
Macduff's Son,4,2,1752,"me, mother."
Macduff's Son,4,2,1753,"Run away, I pray you."
Malcolm,4,3,1754,Let us seek out some desolate shade and there
Malcolm,4,3,1755,Weep our sad bosoms empty.
Macduff,4,3,1756,Let us rather
Macduff,4,3,1757,"Hold fast the mortal sword and, like good men,"
Macduff,4,3,1758,Bestride our downfall’n birthdom. Each new morn
Macduff,4,3,1759,"New widows howl, new orphans cry, new sorrows"
Macduff,4,3,1760,"Strike heaven on the face, that it resounds"
Macduff,4,3,1761,"As if it felt with Scotland, and yelled out"
Macduff,4,3,1762,Like syllable of dolor.
Malcolm,4,3,1763,"What I believe, I’ll wail;"
Malcolm,4,3,1764,"What know, believe; and what I can redress,"
Malcolm,4,3,1765,"As I shall find the time to friend, I will."
Malcolm,4,3,1766,"What you have spoke, it may be so, perchance."
Malcolm,4,3,1767,"This tyrant, whose sole name blisters our tongues,"
Malcolm,4,3,1768,Was once thought honest. You have loved him well.
Malcolm,4,3,1769,"He hath not touched you yet. I am young, but"
Malcolm,4,3,1770,something
Malcolm,4,3,1771,"You may deserve of him through me, and wisdom"
Malcolm,4,3,1772,"To offer up a weak, poor, innocent lamb"
Malcolm,4,3,1773,T’ appease an angry god.
Macduff,4,3,1774,I am not treacherous.
Malcolm,4,3,1775,But Macbeth is.
Malcolm,4,3,1776,A good and virtuous nature may recoil
Malcolm,4,3,1777,In an imperial charge. But I shall crave your
Malcolm,4,3,1778,pardon.
Malcolm,4,3,1779,"That which you are, my thoughts cannot transpose."
Malcolm,4,3,1780,"Angels are bright still, though the brightest fell."
Malcolm,4,3,1781,Though all things foul would wear the brows of
Malcolm,4,3,1782,"grace,"
Malcolm,4,3,1783,Yet grace must still look so.
Macduff,4,3,1784,I have lost my hopes.
Malcolm,4,3,1785,Perchance even there where I did find my doubts.
Malcolm,4,3,1786,"Why in that rawness left you wife and child,"
Malcolm,4,3,1787,"Those precious motives, those strong knots of love,"
Malcolm,4,3,1788,"Without leave-taking? I pray you,"
Malcolm,4,3,1789,"Let not my jealousies be your dishonors,"
Malcolm,4,3,1790,"But mine own safeties. You may be rightly just,"
Malcolm,4,3,1791,Whatever I shall think.
Macduff,4,3,1792,"Bleed, bleed, poor country!"
Macduff,4,3,1793,"Great tyranny, lay thou thy basis sure,"
Macduff,4,3,1794,For goodness dare not check thee. Wear thou thy
Macduff,4,3,1795,wrongs;
Macduff,4,3,1796,"The title is affeered.—Fare thee well, lord."
Macduff,4,3,1797,I would not be the villain that thou think’st
Macduff,4,3,1798,"For the whole space that’s in the tyrant’s grasp,"
Macduff,4,3,1799,And the rich East to boot.
Malcolm,4,3,1800,Be not offended.
Malcolm,4,3,1801,I speak not as in absolute fear of you.
Malcolm,4,3,1802,I think our country sinks beneath the yoke.
Malcolm,4,3,1803,"It weeps, it bleeds, and each new day a gash"
Malcolm,4,3,1804,Is added to her wounds. I think withal
Malcolm,4,3,1805,There would be hands uplifted in my right;
Malcolm,4,3,1806,And here from gracious England have I offer
Malcolm,4,3,1807,"Of goodly thousands. But, for all this,"
Malcolm,4,3,1808,When I shall tread upon the tyrant’s head
Malcolm,4,3,1809,"Or wear it on my sword, yet my poor country"
Malcolm,4,3,1810,"Shall have more vices than it had before,"
Malcolm,4,3,1811,"More suffer, and more sundry ways than ever,"
Malcolm,4,3,1812,By him that shall succeed.
Macduff,4,3,1813,What should he be?
Malcolm,4,3,1814,"It is myself I mean, in whom I know"
Malcolm,4,3,1815,All the particulars of vice so grafted
Malcolm,4,3,1816,"That, when they shall be opened, black Macbeth"
Malcolm,4,3,1817,"Will seem as pure as snow, and the poor state"
Malcolm,4,3,1818,"Esteem him as a lamb, being compared"
Malcolm,4,3,1819,With my confineless harms.
Macduff,4,3,1820,Not in the legions
Macduff,4,3,1821,Of horrid hell can come a devil more damned
Macduff,4,3,1822,In evils to top Macbeth.
Malcolm,4,3,1823,"I grant him bloody,"
Malcolm,4,3,1824,"Luxurious, avaricious, false, deceitful,"
Malcolm,4,3,1825,"Sudden, malicious, smacking of every sin"
Malcolm,4,3,1826,"That has a name. But there’s no bottom, none,"
Malcolm,4,3,1827,"In my voluptuousness. Your wives, your daughters,"
Malcolm,4,3,1828,"Your matrons, and your maids could not fill up"
Malcolm,4,3,1829,"The cistern of my lust, and my desire"
Malcolm,4,3,1830,All continent impediments would o’erbear
Malcolm,4,3,1831,That did oppose my will. Better Macbeth
Malcolm,4,3,1832,Than such an one to reign.
Macduff,4,3,1833,Boundless intemperance
Macduff,4,3,1834,In nature is a tyranny. It hath been
Macduff,4,3,1835,Th’ untimely emptying of the happy throne
Macduff,4,3,1836,And fall of many kings. But fear not yet
Macduff,4,3,1837,To take upon you what is yours. You may
Macduff,4,3,1838,Convey your pleasures in a spacious plenty
Macduff,4,3,1839,And yet seem cold—the time you may so hoodwink.
Macduff,4,3,1840,We have willing dames enough. There cannot be
Macduff,4,3,1841,That vulture in you to devour so many
Macduff,4,3,1842,"As will to greatness dedicate themselves,"
Macduff,4,3,1843,Finding it so inclined.
Malcolm,4,3,1844,With this there grows
Malcolm,4,3,1845,In my most ill-composed affection such
Malcolm,4,3,1846,"A stanchless avarice that, were I king,"
Malcolm,4,3,1847,"I should cut off the nobles for their lands,"
Malcolm,4,3,1848,"Desire his jewels, and this other’s house;"
Malcolm,4,3,1849,And my more-having would be as a sauce
Malcolm,4,3,1850,"To make me hunger more, that I should forge"
Malcolm,4,3,1851,"Quarrels unjust against the good and loyal,"
Malcolm,4,3,1852,Destroying them for wealth.
Macduff,4,3,1853,This avarice
Macduff,4,3,1854,"Sticks deeper, grows with more pernicious root"
Macduff,4,3,1855,"Than summer-seeming lust, and it hath been"
Macduff,4,3,1856,The sword of our slain kings. Yet do not fear.
Macduff,4,3,1857,Scotland hath foisons to fill up your will
Macduff,4,3,1858,"Of your mere own. All these are portable,"
Macduff,4,3,1859,With other graces weighed.
Malcolm,4,3,1860,"But I have none. The king-becoming graces,"
Malcolm,4,3,1861,"As justice, verity, temp’rance, stableness,"
Malcolm,4,3,1862,"Bounty, perseverance, mercy, lowliness,"
Malcolm,4,3,1863,"Devotion, patience, courage, fortitude,"
Malcolm,4,3,1864,I have no relish of them but abound
Malcolm,4,3,1865,"In the division of each several crime,"
Malcolm,4,3,1866,"Acting it many ways. Nay, had I power, I should"
Malcolm,4,3,1867,"Pour the sweet milk of concord into hell,"
Malcolm,4,3,1868,"Uproar the universal peace, confound"
Malcolm,4,3,1869,All unity on earth.
Macduff,4,3,1870,"O Scotland, Scotland!"
Malcolm,4,3,1871,"If such a one be fit to govern, speak."
Malcolm,4,3,1872,I am as I have spoken.
Macduff,4,3,1873,Fit to govern?
Macduff,4,3,1874,"No, not to live.—O nation miserable,"
Macduff,4,3,1875,"With an untitled tyrant bloody-sceptered,"
Macduff,4,3,1876,"When shalt thou see thy wholesome days again,"
Macduff,4,3,1877,Since that the truest issue of thy throne
Macduff,4,3,1878,By his own interdiction stands accursed
Macduff,4,3,1879,And does blaspheme his breed?—Thy royal father
Macduff,4,3,1880,"Was a most sainted king. The queen that bore thee,"
Macduff,4,3,1881,"Oft’ner upon her knees than on her feet,"
Macduff,4,3,1882,Died every day she lived. Fare thee well.
Macduff,4,3,1883,These evils thou repeat’st upon thyself
Macduff,4,3,1884,"Hath banished me from Scotland.—O my breast,"
Macduff,4,3,1885,Thy hope ends here!
Malcolm,4,3,1886,"Macduff, this noble passion,"
Malcolm,4,3,1887,"Child of integrity, hath from my soul"
Malcolm,4,3,1888,"Wiped the black scruples, reconciled my thoughts"
Malcolm,4,3,1889,To thy good truth and honor. Devilish Macbeth
Malcolm,4,3,1890,By many of these trains hath sought to win me
Malcolm,4,3,1891,"Into his power, and modest wisdom plucks me"
Malcolm,4,3,1892,From overcredulous haste. But God above
Malcolm,4,3,1893,"Deal between thee and me, for even now"
Malcolm,4,3,1894,I put myself to thy direction and
Malcolm,4,3,1895,"Unspeak mine own detraction, here abjure"
Malcolm,4,3,1896,The taints and blames I laid upon myself
Malcolm,4,3,1897,For strangers to my nature. I am yet
Malcolm,4,3,1898,"Unknown to woman, never was forsworn,"
Malcolm,4,3,1899,"Scarcely have coveted what was mine own,"
Malcolm,4,3,1900,"At no time broke my faith, would not betray"
Malcolm,4,3,1901,"The devil to his fellow, and delight"
Malcolm,4,3,1902,No less in truth than life. My first false speaking
Malcolm,4,3,1903,Was this upon myself. What I am truly
Malcolm,4,3,1904,Is thine and my poor country’s to command—
Malcolm,4,3,1905,"Whither indeed, before thy here-approach,"
Malcolm,4,3,1906,"Old Siward with ten thousand warlike men,"
Malcolm,4,3,1907,"Already at a point, was setting forth."
Malcolm,4,3,1908,"Now we’ll together, and the chance of goodness"
Malcolm,4,3,1909,Be like our warranted quarrel. Why are you silent?
Macduff,4,3,1910,Such welcome and unwelcome things at once
Macduff,4,3,1911,’Tis hard to reconcile.
Malcolm,4,3,1912,"Well, more anon.—"
Malcolm,4,3,1913,"Comes the King forth, I pray you?"
Doctor,4,3,1914,"Ay, sir. There are a crew of wretched souls"
Doctor,4,3,1915,That stay his cure. Their malady convinces
Doctor,4,3,1916,"The great assay of art, but at his touch"
Doctor,4,3,1917,(Such sanctity hath heaven given his hand)
Doctor,4,3,1918,They presently amend.
Malcolm,4,3,1919,"I thank you, doctor."
Macduff,4,3,1920,What’s the disease he means?
Malcolm,4,3,1921,’Tis called the evil:
Malcolm,4,3,1922,"A most miraculous work in this good king,"
Malcolm,4,3,1923,Which often since my here-remain in England
Malcolm,4,3,1924,I have seen him do. How he solicits heaven
Malcolm,4,3,1925,"Himself best knows, but strangely visited people"
Malcolm,4,3,1926,"All swoll’n and ulcerous, pitiful to the eye,"
Malcolm,4,3,1927,"The mere despair of surgery, he cures,"
Malcolm,4,3,1928,"Hanging a golden stamp about their necks,"
Malcolm,4,3,1929,"Put on with holy prayers; and, ’tis spoken,"
Malcolm,4,3,1930,To the succeeding royalty he leaves
Malcolm,4,3,1931,"The healing benediction. With this strange virtue,"
Malcolm,4,3,1932,"He hath a heavenly gift of prophecy,"
Malcolm,4,3,1933,And sundry blessings hang about his throne
Malcolm,4,3,1934,That speak him full of grace.
Macduff,4,3,1935,See who comes here.
Malcolm,4,3,1936,"My countryman, but yet I know him not."
Macduff,4,3,1937,"My ever-gentle cousin, welcome hither."
Malcolm,4,3,1938,I know him now.—Good God betimes remove
Malcolm,4,3,1939,The means that makes us strangers!
Ross,4,3,1940,"Sir, amen."
Macduff,4,3,1941,Stands Scotland where it did?
Ross,4,3,1942,"Alas, poor country,"
Ross,4,3,1943,Almost afraid to know itself. It cannot
Ross,4,3,1944,"Be called our mother, but our grave, where nothing"
Ross,4,3,1945,But who knows nothing is once seen to smile;
Ross,4,3,1946,Where sighs and groans and shrieks that rent the air
Ross,4,3,1947,"Are made, not marked; where violent sorrow seems"
Ross,4,3,1948,A modern ecstasy. The dead man’s knell
Ross,4,3,1949,"Is there scarce asked for who, and good men’s lives"
Ross,4,3,1950,"Expire before the flowers in their caps,"
Ross,4,3,1951,Dying or ere they sicken.
Macduff,4,3,1952,O relation too nice and yet too true!
Malcolm,4,3,1953,What’s the newest grief?
Ross,4,3,1954,That of an hour’s age doth hiss the speaker.
Ross,4,3,1955,Each minute teems a new one.
Macduff,4,3,1956,How does my wife?
Ross,4,3,1957,"Why, well."
Macduff,4,3,1958,And all my children?
Ross,4,3,1959,Well too.
Macduff,4,3,1960,The tyrant has not battered at their peace?
Ross,4,3,1961,"No, they were well at peace when I did leave ’em."
Macduff,4,3,1962,Be not a niggard of your speech. How goes ’t?
Ross,4,3,1963,When I came hither to transport the tidings
Ross,4,3,1964,"Which I have heavily borne, there ran a rumor"
Ross,4,3,1965,Of many worthy fellows that were out;
Ross,4,3,1966,Which was to my belief witnessed the rather
Ross,4,3,1967,For that I saw the tyrant’s power afoot.
Ross,4,3,1968,Now is the time of help. Your eye in Scotland
Ross,4,3,1969,"Would create soldiers, make our women fight"
Ross,4,3,1970,To doff their dire distresses.
Malcolm,4,3,1971,Be ’t their comfort
Malcolm,4,3,1972,We are coming thither. Gracious England hath
Malcolm,4,3,1973,Lent us good Siward and ten thousand men;
Malcolm,4,3,1974,An older and a better soldier none
Malcolm,4,3,1975,That Christendom gives out.
Ross,4,3,1976,Would I could answer
Ross,4,3,1977,This comfort with the like. But I have words
Ross,4,3,1978,"That would be howled out in the desert air,"
Ross,4,3,1979,Where hearing should not latch them.
Macduff,4,3,1980,What concern
Macduff,4,3,1981,they—
Macduff,4,3,1982,"The general cause, or is it a fee-grief"
Macduff,4,3,1983,Due to some single breast?
Ross,4,3,1984,No mind that’s honest
Ross,4,3,1985,"But in it shares some woe, though the main part"
Ross,4,3,1986,Pertains to you alone.
Macduff,4,3,1987,"If it be mine,"
Macduff,4,3,1988,Keep it not from me. Quickly let me have it.
Ross,4,3,1989,"Let not your ears despise my tongue forever,"
Ross,4,3,1990,Which shall possess them with the heaviest sound
Ross,4,3,1991,That ever yet they heard.
Macduff,4,3,1992,Hum! I guess at it.
Ross,4,3,1993,"Your castle is surprised, your wife and babes"
Ross,4,3,1994,Savagely slaughtered. To relate the manner
Ross,4,3,1995,Were on the quarry of these murdered deer
Ross,4,3,1996,To add the death of you.
Malcolm,4,3,1997,Merciful heaven!—
Malcolm,4,3,1998,"What, man, ne’er pull your hat upon your brows."
Malcolm,4,3,1999,Give sorrow words. The grief that does not speak
Malcolm,4,3,2000,Whispers the o’erfraught heart and bids it break.
Macduff,4,3,2001,My children too?
Ross,4,3,2002,"Wife, children, servants, all that could be found."
Macduff,4,3,2003,And I must be from thence? My wife killed too?
Ross,4,3,2004,I have said.
Malcolm,4,3,2005,Be comforted.
Malcolm,4,3,2006,Let’s make us med’cines of our great revenge
Malcolm,4,3,2007,To cure this deadly grief.
Macduff,4,3,2008,He has no children. All my pretty ones?
Macduff,4,3,2009,Did you say all? O hell-kite! All?
Macduff,4,3,2010,"What, all my pretty chickens and their dam"
Macduff,4,3,2011,At one fell swoop?
Malcolm,4,3,2012,Dispute it like a man.
Macduff,4,3,2013,"I shall do so,"
Macduff,4,3,2014,But I must also feel it as a man.
Macduff,4,3,2015,I cannot but remember such things were
Macduff,4,3,2016,That were most precious to me. Did heaven look on
Macduff,4,3,2017,"And would not take their part? Sinful Macduff,"
Macduff,4,3,2018,"They were all struck for thee! Naught that I am,"
Macduff,4,3,2019,"Not for their own demerits, but for mine,"
Macduff,4,3,2020,Fell slaughter on their souls. Heaven rest them now.
Malcolm,4,3,2021,Be this the whetstone of your sword. Let grief
Malcolm,4,3,2022,Convert to anger. Blunt not the heart; enrage it.
Macduff,4,3,2023,"O, I could play the woman with mine eyes"
Macduff,4,3,2024,"And braggart with my tongue! But, gentle heavens,"
Macduff,4,3,2025,Cut short all intermission! Front to front
Macduff,4,3,2026,Bring thou this fiend of Scotland and myself.
Macduff,4,3,2027,"Within my sword’s length set him. If he ’scape,"
Macduff,4,3,2028,Heaven forgive him too.
Malcolm,4,3,2029,This tune goes manly.
Malcolm,4,3,2030,"Come, go we to the King. Our power is ready;"
Malcolm,4,3,2031,Our lack is nothing but our leave. Macbeth
Malcolm,4,3,2032,"Is ripe for shaking, and the powers above"
Malcolm,4,3,2033,Put on their instruments. Receive what cheer you
Malcolm,4,3,2034,may.
Malcolm,4,3,2035,The night is long that never finds the day.
Doctor,5,1,2036,I have two nights watched with you but can
Doctor,5,1,2037,perceive no truth in your report. When was it she
Doctor,5,1,2038,last walked?
Gentlewoman,5,1,2039,"Since his Majesty went into the field, I"
Gentlewoman,5,1,2040,"have seen her rise from her bed, throw her nightgown"
Gentlewoman,5,1,2041,"upon her, unlock her closet, take forth paper,"
Gentlewoman,5,1,2042,"fold it, write upon ’t, read it, afterwards seal it, and"
Gentlewoman,5,1,2043,again return to bed; yet all this while in a most fast
Gentlewoman,5,1,2044,sleep.
Doctor,5,1,2045,"A great perturbation in nature, to receive at"
Doctor,5,1,2046,once the benefit of sleep and do the effects of
Doctor,5,1,2047,"watching. In this slumb’ry agitation, besides her"
Doctor,5,1,2048,"walking and other actual performances, what at any"
Doctor,5,1,2049,time have you heard her say?
Gentlewoman,5,1,2050,"That, sir, which I will not report after"
Gentlewoman,5,1,2051,her.
Doctor,5,1,2052,"You may to me, and ’tis most meet you"
Doctor,5,1,2053,should.
